Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Highest MTM(Candle Close),Lowest MTM(Candle Close),Remarks
147.1,2025-05-27,Tuesday,13:30:00,7.79,0.1,CE,2620.0,Sell,2025-05-27,Tuesday,17:25:00,23.16,-1.5370000000000001,-197.30423620025672,2025-05-27,,,Exit Condition Met For Trade
147.2,2025-05-27,Tuesday,13:30:00,3.12,0.1,PE,2580.0,Sell,2025-05-27,Tuesday,17:25:00,0.01,0.31100000000000005,99.6794871794872,2025-05-27,,,Exit Condition Met For Trade
148,2025-05-28,,13:30:00,2636.43,,,,,2025-05-28,,17:25:00,2656.12,0.8200000000000001,,,0.8200000000000001,-0.22399999999999998,Exit Condition Met For Trade
148.1,2025-05-28,Wednesday,13:30:00,3.62,0.1,CE,2660.0,Sell,2025-05-28,Wednesday,17:25:00,0.01,0.36100000000000004,99.72375690607736,2025-05-28,,,Exit Condition Met For Trade
148.2,2025-05-28,Wednesday,13:30:00,4.57,0.1,PE,2620.0,Sell,2025-05-28,Wednesday,17:25:00,0.01,0.45600000000000007,99.78118161925602,2025-05-28,,,Exit Condition Met For Trade
149,2025-05-29,,13:30:00,2731.37,,,,,2025-05-29,,17:25:00,2714.82,1.42,,,1.483,-0.569,Exit Condition Met For Trade
149.1,2025-05-29,Thursday,13:30:00,5.51,0.1,CE,2760.0,Sell,2025-05-29,Thursday,17:25:00,0.01,0.55,99.81851179673322,2025-05-29,,,Exit Condition Met For Trade
149.2,2025-05-29,Thursday,13:30:00,9.93,0.1,PE,2720.0,Sell,2025-05-29,Thursday,17:25:00,1.27,0.8660000000000001,87.21047331319235,2025-05-29,,,Exit Condition Met For Trade
150,2025-05-30,,13:30:00,2618.47,,,,,2025-05-30,,17:25:00,2622.1,1.13,,,1.1330000000000002,-0.7050000000000001,Exit Condition Met For Trade
150.1,2025-05-30,Friday,13:30:00,4.93,0.1,CE,2640.0,Sell,2025-05-30,Friday,17:25:00,0.01,0.492,99.79716024340772,2025-05-30,,,Exit Condition Met For Trade
150.2,2025-05-30,Friday,13:30:00,6.43,0.1,PE,2600.0,Sell,2025-05-30,Friday,17:25:00,0.01,0.642,99.84447900466563,2025-05-30,,,Exit Condition Met For Trade
151,2025-05-31,,13:30:00,2521.21,,,,,2025-05-31,,17:25:00,2519.96,0.6699999999999999,,,0.6699999999999999,-0.04599999999999993,Exit Condition Met For Trade
151.1,2025-05-31,Saturday,13:30:00,3.48,0.1,CE,2540.0,Sell,2025-05-31,Saturday,17:25:00,0.01,0.34700000000000003,99.71264367816092,2025-05-31,,,Exit Condition Met For Trade
151.2,2025-05-31,Saturday,13:30:00,3.19,0.1,PE,2500.0,Sell,2025-05-31,Saturday,17:25:00,0.01,0.31800000000000006,99.68652037617555,2025-05-31,,,Exit Condition Met For Trade
152,2025-06-01,,13:30:00,2508.87,,,,,2025-06-01,,17:25:00,2498.6,0.72,,,0.72,-0.2849999999999999,Exit Condition Met For Trade
152.1,2025-06-01,Sunday,13:30:00,4.83,0.1,CE,2520.0,Sell,2025-06-01,Sunday,17:25:00,0.01,0.48200000000000004,99.79296066252587,2025-06-01,,,Exit Condition Met For Trade
152.2,2025-06-01,Sunday,13:30:00,2.38,0.1,PE,2480.0,Sell,2025-06-01,Sunday,17:25:00,0.01,0.23700000000000002,99.57983193277312,2025-06-01,,,Exit Condition Met For Trade
153,2025-06-02,,13:30:00,2506.93,,,,,2025-06-02,,17:25:00,2482.53,1.0,,,1.0010000000000001,-0.16000000000000014,Exit Condition Met For Trade
153.1,2025-06-02,Monday,13:30:00,6.74,0.1,CE,2520.0,Sell,2025-06-02,Monday,17:25:00,0.01,0.673,99.85163204747774,2025-06-02,,,Exit Condition Met For Trade
153.2,2025-06-02,Monday,13:30:00,3.34,0.1,PE,2480.0,Sell,2025-06-02,Monday,17:25:00,0.08,0.326,97.60479041916167,2025-06-02,,,Exit Condition Met For Trade
154,2025-06-03,,13:30:00,2609.94,,,,,2025-06-03,,17:25:00,2603.53,1.05,,,1.05,-0.01200000000000001,Exit Condition Met For Trade
154.1,2025-06-03,Tuesday,13:30:00,8.09,0.1,CE,2620.0,Sell,2025-06-03,Tuesday,17:25:00,0.04,0.8050000000000002,99.50556242274415,2025-06-03,,,Exit Condition Met For Trade
154.2,2025-06-03,Tuesday,13:30:00,2.42,0.1,PE,2580.0,Sell,2025-06-03,Tuesday,17:25:00,0.01,0.24100000000000002,99.58677685950414,2025-06-03,,,Exit Condition Met For Trade
155,2025-06-04,,13:30:00,2627.67,,,,,2025-06-04,,17:25:00,2628.36,0.79,,,0.79,-0.5510000000000003,Exit Condition Met For Trade
155.1,2025-06-04,Wednesday,13:30:00,5.6,0.1,CE,2640.0,Sell,2025-06-04,Wednesday,17:25:00,0.03,0.5569999999999999,99.4642857142857,2025-06-04,,,Exit Condition Met For Trade
155.2,2025-06-04,Wednesday,13:30:00,2.34,0.1,PE,2600.0,Sell,2025-06-04,Wednesday,17:25:00,0.01,0.233,99.57264957264958,2025-06-04,,,Exit Condition Met For Trade
156,2025-06-05,,13:30:00,2604.27,,,,,2025-06-05,,17:25:00,2607.91,0.7,,,0.7020000000000001,-0.09699999999999998,Exit Condition Met For Trade
156.1,2025-06-05,Thursday,13:30:00,3.54,0.1,CE,2620.0,Sell,2025-06-05,Thursday,17:25:00,0.01,0.35300000000000004,99.71751412429379,2025-06-05,,,Exit Condition Met For Trade
156.2,2025-06-05,Thursday,13:30:00,3.5,0.1,PE,2580.0,Sell,2025-06-05,Thursday,17:25:00,0.01,0.34900000000000003,99.71428571428571,2025-06-05,,,Exit Condition Met For Trade
157,2025-06-06,,13:30:00,2455.63,,,,,2025-06-06,,17:25:00,2477.52,1.03,,,1.03,-0.18300000000000005,Exit Condition Met For Trade
157.1,2025-06-06,Friday,13:30:00,2.7,0.1,CE,2480.0,Sell,2025-06-06,Friday,17:25:00,0.25,0.24500000000000002,90.74074074074075,2025-06-06,,,Exit Condition Met For Trade
157.2,2025-06-06,Friday,13:30:00,7.82,0.1,PE,2450.0,Sell,2025-06-06,Friday,17:25:00,0.01,0.7810000000000001,99.87212276214834,2025-06-06,,,Exit Condition Met For Trade
158,2025-06-07,,13:30:00,2491.4,,,,,2025-06-07,,17:25:00,2494.84,0.49,,,0.49,-0.09799999999999992,Exit Condition Met For Trade
158.1,2025-06-07,Saturday,13:30:00,1.18,0.1,CE,2520.0,Sell,2025-06-07,Saturday,17:25:00,0.01,0.11699999999999999,99.15254237288136,2025-06-07,,,Exit Condition Met For Trade
158.2,2025-06-07,Saturday,13:30:00,3.7,0.1,PE,2480.0,Sell,2025-06-07,Saturday,17:25:00,0.01,0.36900000000000005,99.72972972972974,2025-06-07,,,Exit Condition Met For Trade
159,2025-06-08,,13:30:00,2514.66,,,,,2025-06-08,,17:25:00,2514.38,0.31,,,0.313,-0.6680000000000001,Exit Condition Met For Trade
159.1,2025-06-08,Sunday,13:30:00,0.83,0.1,CE,2540.0,Sell,2025-06-08,Sunday,17:25:00,0.01,0.082,98.79518072289157,2025-06-08,,,Exit Condition Met For Trade
159.2,2025-06-08,Sunday,13:30:00,2.33,0.1,PE,2500.0,Sell,2025-06-08,Sunday,17:25:00,0.01,0.23200000000000004,99.57081545064379,2025-06-08,,,Exit Condition Met For Trade
160,2025-06-09,,13:30:00,2492.01,,,,,2025-06-09,,17:25:00,2539.64,-1.2799999999999998,,,0.513,-1.5699999999999998,Exit Condition Met For Trade
160.1,2025-06-09,Monday,13:30:00,2.04,0.1,CE,2520.0,Sell,2025-06-09,Monday,17:25:00,20.8,-1.8760000000000003,-919.607843137255,2025-06-09,,,Exit Condition Met For Trade
160.2,2025-06-09,Monday,13:30:00,5.98,0.1,PE,2480.0,Sell,2025-06-09,Monday,17:25:00,0.01,0.5970000000000001,99.83277591973246,2025-06-09,,,Exit Condition Met For Trade
161,2025-06-10,,13:30:00,2677.12,,,,,2025-06-10,,17:25:00,2769.5,-6.1000000000000005,,,0.9369999999999999,-6.458,Exit Condition Met For Trade
161.1,2025-06-10,Tuesday,13:30:00,4.88,0.1,CE,2700.0,Sell,2025-06-10,Tuesday,17:25:00,72.16,-6.728000000000001,-1378.688524590164,2025-06-10,,,Exit Condition Met For Trade
161.2,2025-06-10,Tuesday,13:30:00,6.29,0.1,PE,2660.0,Sell,2025-06-10,Tuesday,17:25:00,0.01,0.6280000000000001,99.84101748807632,2025-06-10,,,Exit Condition Met For Trade
162,2025-06-11,,13:30:00,2791.65,,,,,2025-06-11,,17:25:00,2771.53,0.22999999999999993,,,0.5430000000000003,-1.3099999999999996,Exit Condition Met For Trade
162.1,2025-06-11,Wednesday,13:30:00,6.88,0.1,CE,2820.0,Sell,2025-06-11,Wednesday,17:25:00,0.01,0.687,99.8546511627907,2025-06-11,,,Exit Condition Met For Trade
162.2,2025-06-11,Wednesday,13:30:00,8.13,0.1,PE,2780.0,Sell,2025-06-11,Wednesday,17:25:00,12.76,-0.4629999999999999,-56.94956949569494,2025-06-11,,,Exit Condition Met For Trade
163,2025-06-12,,13:30:00,2740.83,,,,,2025-06-12,,17:25:00,2731.31,1.21,,,1.213,-0.12199999999999989,Exit Condition Met For Trade
163.1,2025-06-12,Thursday,13:30:00,6.61,0.1,CE,2760.0,Sell,2025-06-12,Thursday,17:25:00,0.01,0.6600000000000001,99.84871406959152,2025-06-12,,,Exit Condition Met For Trade
163.2,2025-06-12,Thursday,13:30:00,5.56,0.1,PE,2720.0,Sell,2025-06-12,Thursday,17:25:00,0.02,0.554,99.64028776978418,2025-06-12,,,Exit Condition Met For Trade
164,2025-06-13,,13:30:00,2526.55,,,,,2025-06-13,,17:25:00,2541.16,1.8399999999999999,,,1.8399999999999999,-0.1260000000000001,Exit Condition Met For Trade
164.1,2025-06-13,Friday,13:30:00,11.3,0.1,CE,2540.0,Sell,2025-06-13,Friday,17:25:00,0.01,1.1290000000000002,99.91150442477876,2025-06-13,,,Exit Condition Met For Trade
164.2,2025-06-13,Friday,13:30:00,7.1,0.1,PE,2500.0,Sell,2025-06-13,Friday,17:25:00,0.01,0.7090000000000001,99.85915492957747,2025-06-13,,,Exit Condition Met For Trade
165,2025-06-14,,13:30:00,2537.19,,,,,2025-06-14,,17:25:00,2537.3,0.6,,,0.6080000000000001,-0.19399999999999995,Exit Condition Met For Trade
165.1,2025-06-14,Saturday,13:30:00,2.24,0.1,CE,2560.0,Sell,2025-06-14,Saturday,17:25:00,0.01,0.22300000000000006,99.55357142857144,2025-06-14,,,Exit Condition Met For Trade
165.2,2025-06-14,Saturday,13:30:00,3.86,0.1,PE,2520.0,Sell,2025-06-14,Saturday,17:25:00,0.01,0.385,99.74093264248705,2025-06-14,,,Exit Condition Met For Trade
166,2025-06-15,,13:30:00,2528.63,,,,,2025-06-15,,17:25:00,2518.85,0.81,,,0.81,-0.10299999999999987,Exit Condition Met For Trade
166.1,2025-06-15,Sunday,13:30:00,4.58,0.1,CE,2540.0,Sell,2025-06-15,Sunday,17:25:00,0.01,0.4570000000000001,99.78165938864629,2025-06-15,,,Exit Condition Met For Trade
166.2,2025-06-15,Sunday,13:30:00,3.52,0.1,PE,2500.0,Sell,2025-06-15,Sunday,17:25:00,0.03,0.34900000000000003,99.14772727272727,2025-06-15,,,Exit Condition Met For Trade
167,2025-06-16,,13:30:00,2628.8,,,,,2025-06-16,,17:25:00,2616.2,1.01,,,1.0110000000000001,-0.04400000000000004,Exit Condition Met For Trade
167.1,2025-06-16,Monday,13:30:00,7.87,0.1,CE,2640.0,Sell,2025-06-16,Monday,17:25:00,0.01,0.786,99.87293519695044,2025-06-16,,,Exit Condition Met For Trade
167.2,2025-06-16,Monday,13:30:00,2.41,0.1,PE,2600.0,Sell,2025-06-16,Monday,17:25:00,0.16,0.225,93.3609958506224,2025-06-16,,,Exit Condition Met For Trade
168,2025-06-17,,13:30:00,2582.18,,,,,2025-06-17,,17:25:00,2548.91,-0.4,,,0.361,-0.688,Exit Condition Met For Trade
168.1,2025-06-17,Tuesday,13:30:00,5.16,0.1,CE,2600.0,Sell,2025-06-17,Tuesday,17:25:00,0.01,0.515,99.8062015503876,2025-06-17,,,Exit Condition Met For Trade
168.2,2025-06-17,Tuesday,13:30:00,4.58,0.1,PE,2560.0,Sell,2025-06-17,Tuesday,17:25:00,13.77,-0.919,-200.65502183406113,2025-06-17,,,Exit Condition Met For Trade
169,2025-06-18,,13:30:00,2533.74,,,,,2025-06-18,,17:25:00,2512.09,-0.43000000000000005,,,0.392,-1.964,Exit Condition Met For Trade
169.1,2025-06-18,Wednesday,13:30:00,2.51,0.1,CE,2560.0,Sell,2025-06-18,Wednesday,17:25:00,0.01,0.25,99.60159362549801,2025-06-18,,,Exit Condition Met For Trade
169.2,2025-06-18,Wednesday,13:30:00,5.15,0.1,PE,2520.0,Sell,2025-06-18,Wednesday,17:25:00,11.96,-0.681,-132.23300970873785,2025-06-18,,,Exit Condition Met For Trade
170,2025-06-19,,13:30:00,2518.77,,,,,2025-06-19,,17:25:00,2533.01,0.5800000000000001,,,0.5800000000000001,-0.28,Exit Condition Met For Trade
170.1,2025-06-19,Thursday,13:30:00,2.38,0.1,CE,2540.0,Sell,2025-06-19,Thursday,17:25:00,0.01,0.23700000000000002,99.57983193277312,2025-06-19,,,Exit Condition Met For Trade
170.2,2025-06-19,Thursday,13:30:00,3.43,0.1,PE,2500.0,Sell,2025-06-19,Thursday,17:25:00,0.01,0.3420000000000001,99.70845481049564,2025-06-19,,,Exit Condition Met For Trade
171,2025-06-20,,13:30:00,2549.77,,,,,2025-06-20,,17:25:00,2551.41,1.1400000000000001,,,1.1400000000000001,-0.653,Exit Condition Met For Trade
171.1,2025-06-20,Friday,13:30:00,5.87,0.1,CE,2560.0,Sell,2025-06-20,Friday,17:25:00,0.01,0.5860000000000001,99.82964224872231,2025-06-20,,,Exit Condition Met For Trade
171.2,2025-06-20,Friday,13:30:00,5.56,0.1,PE,2540.0,Sell,2025-06-20,Friday,17:25:00,0.08,0.5479999999999999,98.56115107913669,2025-06-20,,,Exit Condition Met For Trade
172,2025-06-21,,13:30:00,2426.92,,,,,2025-06-21,,17:25:00,2443.28,0.15,,,0.29200000000000004,-0.6449999999999999,Exit Condition Met For Trade
172.1,2025-06-21,Saturday,13:30:00,3.33,0.1,CE,2440.0,Sell,2025-06-21,Saturday,17:25:00,2.92,0.041000000000000016,12.312312312312317,2025-06-21,,,Exit Condition Met For Trade
172.2,2025-06-21,Saturday,13:30:00,1.11,0.1,PE,2400.0,Sell,2025-06-21,Saturday,17:25:00,0.01,0.11000000000000001,99.0990990990991,2025-06-21,,,Exit Condition Met For Trade
173,2025-06-22,,13:30:00,2270.87,,,,,2025-06-22,,17:25:00,2274.21,1.05,,,1.05,-1.1960000000000002,Exit Condition Met For Trade
173.1,2025-06-22,Sunday,13:30:00,3.35,0.1,CE,2300.0,Sell,2025-06-22,Sunday,17:25:00,0.01,0.3340000000000001,99.70149253731344,2025-06-22,,,Exit Condition Met For Trade
173.2,2025-06-22,Sunday,13:30:00,7.17,0.1,PE,2260.0,Sell,2025-06-22,Sunday,17:25:00,0.02,0.7150000000000001,99.721059972106,2025-06-22,,,Exit Condition Met For Trade
174,2025-06-23,,13:30:00,2258.68,,,,,2025-06-23,,17:25:00,2255.58,0.86,,,0.9020000000000001,-0.05899999999999994,Exit Condition Met For Trade
174.1,2025-06-23,Monday,13:30:00,4.49,0.1,CE,2280.0,Sell,2025-06-23,Monday,17:25:00,0.01,0.44800000000000006,99.77728285077951,2025-06-23,,,Exit Condition Met For Trade
174.2,2025-06-23,Monday,13:30:00,4.59,0.1,PE,2240.0,Sell,2025-06-23,Monday,17:25:00,0.5,0.40900000000000003,89.10675381263617,2025-06-23,,,Exit Condition Met For Trade
175,2025-06-24,,13:30:00,2393.09,,,,,2025-06-24,,17:25:00,2409.39,0.97,,,0.97,-1.191,Exit Condition Met For Trade
175.1,2025-06-24,Tuesday,13:30:00,3.12,0.1,CE,2420.0,Sell,2025-06-24,Tuesday,17:25:00,0.01,0.31100000000000005,99.6794871794872,2025-06-24,,,Exit Condition Met For Trade
175.2,2025-06-24,Tuesday,13:30:00,6.57,0.1,PE,2380.0,Sell,2025-06-24,Tuesday,17:25:00,0.01,0.6560000000000001,99.84779299847793,2025-06-24,,,Exit Condition Met For Trade
176,2025-06-25,,13:30:00,2444.56,,,,,2025-06-25,,17:25:00,2428.45,0.74,,,0.74,-0.546,Exit Condition Met For Trade
176.1,2025-06-25,Wednesday,13:30:00,4.37,0.1,CE,2460.0,Sell,2025-06-25,Wednesday,17:25:00,0.01,0.43600000000000005,99.77116704805493,2025-06-25,,,Exit Condition Met For Trade
176.2,2025-06-25,Wednesday,13:30:00,3.03,0.1,PE,2420.0,Sell,2025-06-25,Wednesday,17:25:00,0.05,0.298,98.34983498349835,2025-06-25,,,Exit Condition Met For Trade
177,2025-06-26,,13:30:00,2489.73,,,,,2025-06-26,,17:25:00,2451.22,-0.18000000000000005,,,0.674,-0.812,Exit Condition Met For Trade
177.1,2025-06-26,Thursday,13:30:00,8.62,0.1,CE,2500.0,Sell,2025-06-26,Thursday,17:25:00,0.01,0.861,99.88399071925755,2025-06-26,,,Exit Condition Met For Trade
177.2,2025-06-26,Thursday,13:30:00,1.84,0.1,PE,2460.0,Sell,2025-06-26,Thursday,17:25:00,12.2,-1.036,-563.0434782608695,2025-06-26,,,Exit Condition Met For Trade
178,2025-06-27,,13:30:00,2442.21,,,,,2025-06-27,,17:25:00,2444.02,0.83,,,0.8360000000000001,-0.6679999999999999,Exit Condition Met For Trade
178.1,2025-06-27,Friday,13:30:00,6.14,0.1,CE,2450.0,Sell,2025-06-27,Friday,17:25:00,0.06,0.6080000000000001,99.0228013029316,2025-06-27,,,Exit Condition Met For Trade
178.2,2025-06-27,Friday,13:30:00,2.24,0.1,PE,2420.0,Sell,2025-06-27,Friday,17:25:00,0.01,0.22300000000000006,99.55357142857144,2025-06-27,,,Exit Condition Met For Trade
179,2025-06-28,,13:30:00,2431.95,,,,,2025-06-28,,17:25:00,2428.61,0.29,,,0.29,-0.2890000000000001,Exit Condition Met For Trade
179.1,2025-06-28,Saturday,13:30:00,0.82,0.1,CE,2460.0,Sell,2025-06-28,Saturday,17:25:00,0.01,0.081,98.78048780487805,2025-06-28,,,Exit Condition Met For Trade
179.2,2025-06-28,Saturday,13:30:00,2.07,0.1,PE,2420.0,Sell,2025-06-28,Saturday,17:25:00,0.01,0.20600000000000002,99.5169082125604,2025-06-28,,,Exit Condition Met For Trade
180,2025-06-29,,13:30:00,2440.62,,,,,2025-06-29,,17:25:00,2460.91,0.19,,,0.199,-0.36900000000000005,Exit Condition Met For Trade
180.1,2025-06-29,Sunday,13:30:00,1.35,0.1,CE,2460.0,Sell,2025-06-29,Sunday,17:25:00,0.01,0.134,99.25925925925925,2025-06-29,,,Exit Condition Met For Trade
180.2,2025-06-29,Sunday,13:30:00,0.66,0.1,PE,2420.0,Sell,2025-06-29,Sunday,17:25:00,0.01,0.065,98.48484848484848,2025-06-29,,,Exit Condition Met For Trade
181,2025-06-30,,13:30:00,2480.56,,,,,2025-06-30,,17:25:00,2460.71,0.56,,,0.56,-0.905,Exit Condition Met For Trade
181.1,2025-06-30,Monday,13:30:00,3.17,0.1,CE,2500.0,Sell,2025-06-30,Monday,17:25:00,0.01,0.31600000000000006,99.6845425867508,2025-06-30,,,Exit Condition Met For Trade
181.2,2025-06-30,Monday,13:30:00,2.41,0.1,PE,2460.0,Sell,2025-06-30,Monday,17:25:00,0.01,0.24000000000000005,99.5850622406639,2025-06-30,,,Exit Condition Met For Trade
182,2025-07-01,,13:30:00,2465.32,,,,,2025-07-01,,17:25:00,2445.77,0.42,,,0.42,-0.09599999999999997,Exit Condition Met For Trade
182.1,2025-07-01,Tuesday,13:30:00,3.06,0.1,CE,2480.0,Sell,2025-07-01,Tuesday,17:25:00,0.01,0.30500000000000005,99.67320261437908,2025-07-01,,,Exit Condition Met For Trade
182.2,2025-07-01,Tuesday,13:30:00,1.14,0.1,PE,2440.0,Sell,2025-07-01,Tuesday,17:25:00,0.01,0.11299999999999999,99.12280701754385,2025-07-01,,,Exit Condition Met For Trade
183,2025-07-02,,13:30:00,2447.03,,,,,2025-07-02,,17:25:00,2443.38,0.59,,,0.59,-0.262,Exit Condition Met For Trade
183.1,2025-07-02,Wednesday,13:30:00,4.88,0.1,CE,2460.0,Sell,2025-07-02,Wednesday,17:25:00,0.01,0.48700000000000004,99.79508196721312,2025-07-02,,,Exit Condition Met For Trade
183.2,2025-07-02,Wednesday,13:30:00,0.99,0.1,PE,2420.0,Sell,2025-07-02,Wednesday,17:25:00,0.01,0.098,98.98989898989899,2025-07-02,,,Exit Condition Met For Trade
184,2025-07-03,,13:30:00,2600.2,,,,,2025-07-03,,17:25:00,2595.06,0.8600000000000001,,,0.8600000000000001,-0.14600000000000002,Exit Condition Met For Trade
184.1,2025-07-03,Thursday,13:30:00,5.57,0.1,CE,2620.0,Sell,2025-07-03,Thursday,17:25:00,0.01,0.556,99.82046678635547,2025-07-03,,,Exit Condition Met For Trade
184.2,2025-07-03,Thursday,13:30:00,3.04,0.1,PE,2580.0,Sell,2025-07-03,Thursday,17:25:00,0.04,0.30000000000000004,98.6842105263158,2025-07-03,,,Exit Condition Met For Trade
185,2025-07-04,,13:30:00,2535.06,,,,,2025-07-04,,17:25:00,2548.93,0.6,,,0.625,-0.3440000000000002,Exit Condition Met For Trade
185.1,2025-07-04,Friday,13:30:00,4.12,0.1,CE,2550.0,Sell,2025-07-04,Friday,17:25:00,3.28,0.08400000000000003,20.388349514563114,2025-07-04,,,Exit Condition Met For Trade
185.2,2025-07-04,Friday,13:30:00,5.2,0.1,PE,2520.0,Sell,2025-07-04,Friday,17:25:00,0.01,0.519,99.8076923076923,2025-07-04,,,Exit Condition Met For Trade
186,2025-07-05,,13:30:00,2521.38,,,,,2025-07-05,,17:25:00,2520.12,0.32999999999999996,,,0.32999999999999996,-0.15999999999999998,Exit Condition Met For Trade
186.1,2025-07-05,Saturday,13:30:00,2.08,0.1,CE,2540.0,Sell,2025-07-05,Saturday,17:25:00,0.01,0.20700000000000005,99.51923076923077,2025-07-05,,,Exit Condition Met For Trade
186.2,2025-07-05,Saturday,13:30:00,1.22,0.1,PE,2500.0,Sell,2025-07-05,Saturday,17:25:00,0.01,0.121,99.18032786885246,2025-07-05,,,Exit Condition Met For Trade
187,2025-07-06,,13:30:00,2517.86,,,,,2025-07-06,,17:25:00,2513.27,0.15000000000000002,,,0.15000000000000002,-0.16599999999999998,Exit Condition Met For Trade
187.1,2025-07-06,Sunday,13:30:00,0.77,0.1,CE,2540.0,Sell,2025-07-06,Sunday,17:25:00,0.01,0.07600000000000001,98.7012987012987,2025-07-06,,,Exit Condition Met For Trade
187.2,2025-07-06,Sunday,13:30:00,0.73,0.1,PE,2500.0,Sell,2025-07-06,Sunday,17:25:00,0.01,0.072,98.63013698630137,2025-07-06,,,Exit Condition Met For Trade
188,2025-07-07,,13:30:00,2578.18,,,,,2025-07-07,,17:25:00,2564.22,0.65,,,0.654,-0.04799999999999993,Exit Condition Met For Trade
188.1,2025-07-07,Monday,13:30:00,3.68,0.1,CE,2600.0,Sell,2025-07-07,Monday,17:25:00,0.01,0.36700000000000005,99.72826086956523,2025-07-07,,,Exit Condition Met For Trade
188.2,2025-07-07,Monday,13:30:00,3.05,0.1,PE,2560.0,Sell,2025-07-07,Monday,17:25:00,0.2,0.285,93.44262295081965,2025-07-07,,,Exit Condition Met For Trade
189,2025-07-08,,13:30:00,2553.44,,,,,2025-07-08,,17:25:00,2575.51,0.43,,,0.43399999999999994,-0.13200000000000012,Exit Condition Met For Trade
189.1,2025-07-08,Tuesday,13:30:00,1.4,0.1,CE,2580.0,Sell,2025-07-08,Tuesday,17:25:00,0.05,0.13499999999999998,96.42857142857143,2025-07-08,,,Exit Condition Met For Trade
189.2,2025-07-08,Tuesday,13:30:00,2.96,0.1,PE,2540.0,Sell,2025-07-08,Tuesday,17:25:00,0.01,0.29500000000000004,99.66216216216216,2025-07-08,,,Exit Condition Met For Trade
190,2025-07-09,,13:30:00,2624.84,,,,,2025-07-09,,17:25:00,2629.1,0.52,,,0.52,-0.02200000000000002,Exit Condition Met For Trade
190.1,2025-07-09,Wednesday,13:30:00,3.71,0.1,CE,2640.0,Sell,2025-07-09,Wednesday,17:25:00,0.01,0.37000000000000005,99.73045822102426,2025-07-09,,,Exit Condition Met For Trade
190.2,2025-07-09,Wednesday,13:30:00,1.5,0.1,PE,2600.0,Sell,2025-07-09,Wednesday,17:25:00,0.01,0.149,99.33333333333333,2025-07-09,,,Exit Condition Met For Trade
191,2025-07-10,,13:30:00,2791.07,,,,,2025-07-10,,17:25:00,2775.79,0.73,,,0.7610000000000001,-0.14700000000000002,Exit Condition Met For Trade
191.1,2025-07-10,Thursday,13:30:00,2.88,0.1,CE,2820.0,Sell,2025-07-10,Thursday,17:25:00,0.01,0.28700000000000003,99.65277777777779,2025-07-10,,,Exit Condition Met For Trade
191.2,2025-07-10,Thursday,13:30:00,7.01,0.1,PE,2780.0,Sell,2025-07-10,Thursday,17:25:00,2.64,0.43699999999999994,62.33951497860199,2025-07-10,,,Exit Condition Met For Trade
192,2025-07-11,,13:30:00,2968.91,,,,,2025-07-11,,17:25:00,2982.92,1.3199999999999998,,,1.3199999999999998,-4.119000000000001,Exit Condition Met For Trade
192.1,2025-07-11,Friday,13:30:00,11.47,0.1,CE,2980.0,Sell,2025-07-11,Friday,17:25:00,3.32,0.8150000000000001,71.05492589363557,2025-07-11,,,Exit Condition Met For Trade
192.2,2025-07-11,Friday,13:30:00,5.0,0.1,PE,2940.0,Sell,2025-07-11,Friday,17:25:00,0.01,0.49900000000000005,99.8,2025-07-11,,,Exit Condition Met For Trade
193,2025-07-12,,13:30:00,2962.93,,,,,2025-07-12,,17:25:00,2968.02,0.55,,,0.55,-0.04800000000000004,Exit Condition Met For Trade
193.1,2025-07-12,Saturday,13:30:00,3.42,0.1,CE,2980.0,Sell,2025-07-12,Saturday,17:25:00,0.06,0.336,98.24561403508773,2025-07-12,,,Exit Condition Met For Trade
193.2,2025-07-12,Saturday,13:30:00,2.11,0.1,PE,2940.0,Sell,2025-07-12,Saturday,17:25:00,0.01,0.21000000000000002,99.5260663507109,2025-07-12,,,Exit Condition Met For Trade
194,2025-07-13,,13:30:00,2962.93,,,,,2025-07-13,,17:25:00,2962.67,0.45,,,0.45300000000000007,-0.01100000000000001,Exit Condition Met For Trade
194.1,2025-07-13,Sunday,13:30:00,2.74,0.1,CE,2980.0,Sell,2025-07-13,Sunday,17:25:00,0.01,0.2730000000000001,99.63503649635038,2025-07-13,,,Exit Condition Met For Trade
194.2,2025-07-13,Sunday,13:30:00,1.82,0.1,PE,2940.0,Sell,2025-07-13,Sunday,17:25:00,0.01,0.18100000000000002,99.45054945054945,2025-07-13,,,Exit Condition Met For Trade
195,2025-07-14,,13:30:00,3045.08,,,,,2025-07-14,,17:25:00,3057.53,1.31,,,1.3739999999999999,-0.46699999999999986,Exit Condition Met For Trade
195.1,2025-07-14,Monday,13:30:00,11.39,0.1,CE,3060.0,Sell,2025-07-14,Monday,17:25:00,5.45,0.5940000000000001,52.15100965759438,2025-07-14,,,Exit Condition Met For Trade
195.2,2025-07-14,Monday,13:30:00,7.22,0.1,PE,3020.0,Sell,2025-07-14,Monday,17:25:00,0.01,0.7210000000000001,99.86149584487535,2025-07-14,,,Exit Condition Met For Trade
196,2025-07-15,,13:30:00,2977.52,,,,,2025-07-15,,17:25:00,2975.89,0.99,,,0.996,-0.2430000000000001,Exit Condition Met For Trade
